id,sexo,edad,edad_r,hab,prov,ccaa,hijos,edu,cs,p1,p2,p3,p4_1,p4_2,p4_3,p4_4,p4_5,p4_6,p4_7,p4_8,p4_9,p4_10,p5,p6,p7a_1,p7a_2,p7a_3,p7a_4,p7a_5,p7a_6,p7a_7,p7a_8,p7b_1,p7b_2,p7b_3,p7b_4,p7b_5,p7b_6,p7b_7,p7b_8,p7b_9,p8_1,p8_2,p8_3,p8_4,p8_5,p8_6,p8_7,p8_8,p9,p10_1,p10_2,p10_3,p10_4,p10_5,p10_6,p11_1,p11_2,p11_3,p11_4,p11_5,p11_6,p11_7,p11_8,p11_9,p11_10,p11_11,p11_12,p12_1,p12_2,p12_3,p13_1,p13_2,p13_3,p14_1,p14_2,p14_3,p14_4,p14_5,p15_1,p15_2,p15_3,p16_1,p16_2,p16_3,p16_4,p16_5,p16_6,p16_7,p16_8,p16_9,p17_1,p17_2,p17_3,p17_4,p17_5,p17_6,p17_7,p17_8,p17_9,p17_10,p17_11,p17_12,p17_13,p17_14,p17_15,p17_16,p17_17,p17_18,p18_1,p18_2,p18_3,p18_4,p18_5,p18_6,p18_7,p18_8,p18_9,p18_10,p18_11,p18_12,p18_13,p18_14,p19,p20_1,p20_2,p20_3,p20_4,p20_5,p20_6,p20_7,p20_8,p20_9,p21_1,p21_2,p21_3,p21_4,p21_5,p21_6,p21_7,p21_8,p22,p22_titulo,p22_autor,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p23_7,p23_8,p23_9,p23_10,p24_1,p24_2,p24_3,p24_4,p24_5,p24_6,p24_7,p24_8,p24_9,p24_10,p24_11,p24_12,p24_13,p25a_1,p25a_2,p25a_3,p25a_4,p25a_5,p25a_6,p25a_7,p25a_8,p25a_9,p25a_10,p25a_11,p25a_12,p25a_13,p25a_14,p25a_15,p25a_16,p25a_17,p25b_1,p25b_2,p25b_3,p25b_4,p25b_5,p25b_6,p25b_7,p25b_8,p25b_9,p25b_10,p25b_11,p25b_12,p25b_13,p25b_14,p25b_15,p25b_16,p25b_17,p25b_18,p25b_19,p25b_20,p25b_21,p25c,p26,p26_titulo,p26_autor,p27,p27_titulo,p27_autor,p28,p29,p30,gen_r,gen_sex,hab_r,clase_social_r,situacion_laboral_r,educacion_r,ponde
984.0,Mujer,64.0,55-64,100.001 - 500.000,Madrid,"Madrid, Comunidad de",No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,C,Ahorro/se ahorra un poco de dinero cada mes,No voté,5,Alguna vez al mes,Todos o casi todos los días,Una o dos veces por semana,Una o dos veces por semana,Una o dos veces por semana,Nunca,Casi nunca,Casi nunca,Una o dos veces por semana,Todos o casi todos los días,Entre 2 y 3,Leo menos libros ahora,,,,,,,,,Selected,Not Selected,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"Si, a veces","Si, a veces","Si, a veces","Si, a veces","Si, siempre","Si, siempre","Si, a veces","Si, a veces",Entre 10 y 50,Siempre,Nunca,Nunca,Nunca,Nunca,Nunca,Sí,Sí,No,No,No,Sí,No,Sí,No,Sí,No,No,No suelo leer libros que no estén escritos originalmente en castellano,No suelo leer libros que no estén escritos originalmente en castellano,No suelo leer libros que no estén escritos originalmente en castellano,Not Selected,Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Más de 30 minutos y hasta 1 hora,Más de 1 hora y hasta 2 horas,Más de 1 hora y hasta 2 horas,Siempre,Nunca,Nunca,Algunas veces,Algunas veces,Nunca,Algunas veces,Nunca,Nunca,Poco,Bastante,Poco,Bastante,Bastante,Nada,Nada,Nada,Bastante,Poco,Bastante,Bastante,Mucho,Bastante,Mucho,Nada,Poco,Poco,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Sí,Not Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Nada,Mucho,Bastante,Nada,Nada,Bastante,Bastante,Bastante,,,,,,,,,,,,,,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,Sí,Sí,No,Sí,Sí,No,No,No,No,No,No,Sí,No,Sí,Sí,Sí,No,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,Si,No,No,No,No,Si,"Leer libros de divulgación, más accesibles, dirigidos a todo el público",No,,,No suelo regalar libros,,,Carlos Ruiz Zafón,"Si, me gustaría leer mucho más",No pertenezco a ningún grupo o club de lectura y tampoco me gustaría,Baby Boomers - Silent Generation,Mujer [Baby Boomers - Silent Generation],Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",0.8149320833675912
985.0,Mujer,58.0,55-64,10.001 - 20.000,Valencia/València,Comunitat Valenciana,"Sí, con uno/a de 18 años o más",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,A1,Ahorro/se ahorra bastante dinero cada mes,Sumar,3,Todos o casi todos los días,Tres o cuatro veces por semana,Una o dos veces por semana,Todos o casi todos los días,Tres o cuatro veces por semana,Nunca,Nunca,Nunca,Una o dos veces por semana,Todos o casi todos los días,Más de 20,Leo la misma cantidad de libros,,,,,,,,,,,,,,,,,,"Si, a veces","No, nunca","No, nunca","Si, siempre","Si, a veces","Si, a veces","No, nunca","Si, siempre",Entre 10 y 50,Siempre,A menudo,Casi nunca,Nunca,Nunca,Nunca,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Los leo siempre traducidos al castellano,Los leo siempre en la lengua original,Los leo siempre traducidos al castellano,Selected,Selected,Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Más de 15 minutos y hasta 30 minutos,Más de 15 minutos y hasta 30 minutos,Más de 15 minutos y hasta 30 minutos,Siempre,Nunca,Casi nunca,Siempre,Siempre,Con frecuencia,Siempre,Siempre,Nunca,Bastante,Bastante,Bastante,Mucho,Mucho,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Mucho,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Sí,Not Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Nada,Bastante,Mucho,Bastante,Bastante,Bastante,Mucho,Mucho,No,,,,,,,,,,,,,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Si,No,Si,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,Si,No,Si,Depende del tema,No,,,No suelo regalar libros,,,No especifica,"Si, me gustaría leer mucho más","No pertenezco a ningún grupo o club de lectura actualmente, pero me gustaría",Generacion X,Mujer [Generacion X],Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",1.2397622294059405
986.0,Hombre,74.0,65+,< 10.000,Barcelona,Cataluña,No convivo con ningún/a hijo/a,Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,B,Ahorro/se ahorra bastante dinero cada mes,ERC (Esquerra Republicana de Catalunya),4,Todos o casi todos los días,Alguna vez al mes,Todos o casi todos los días,Todos o casi todos los días,Todos o casi todos los días,Nunca,Nunca,Una o dos veces por semana,Alguna vez al mes,Tres o cuatro veces por semana,Entre 4 y 6,Leo la misma cantidad de libros,,,,,,,,,,,,,,,,,,"No, nunca","No, nunca","No, nunca","No, nunca","No, nunca","Si, a veces","No, nunca","Si, a veces",Más 200 libros y hasta 500,Siempre,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Sí,No,Sí,Sí,No,No,No,No,No,Sí,Sí,No,Los leo siempre traducidos al castellano,Los leo siempre en la lengua original,Los leo siempre traducidos al castellano,Selected,Selected,Selected,Not Selected,Selected,Selected,Selected,Not Selected,Más de 30 minutos y hasta 1 hora,Más de 30 minutos y hasta 1 hora,Más de 1 hora y hasta 2 horas,Siempre,Nunca,Casi nunca,Nunca,Nunca,Nunca,Casi nunca,Casi nunca,Nunca,Bastante,Nada,Bastante,Poco,Bastante,Nada,Nada,Nada,Poco,Nada,Nada,Bastante,Bastante,Poco,Nada,Nada,Poco,Nada,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Sí,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Nada,Mucho,Poco,Poco,Nada,Mucho,Poco,Poco,,,,,,,,,,,,,,No,No,No,No,Sí,No,Sí,Sí,No,No,No,No,No,Sí,No,Sí,Sí,No,Sí,No,Sí,No,No,No,Sí,Sí,No,Sí,No,No,No,Si,No,No,No,Si,Si,No,Si,No,Si,No,Si,Si,No,No,No,No,No,No,No,Depende del tema,No,,,No suelo regalar libros,,,No especifica,"Si, me gustaría leer mucho más",No pertenezco a ningún grupo o club de lectura y tampoco me gustaría,Baby Boomers - Silent Generation,Hombre [Baby Boomers - Silent Generation],Menos de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, primer ciclo",1.1042551521816804
987.0,Mujer,56.0,55-64,20.001 - 50.000,Sevilla,Andalucía,"Sí, con uno/a de 18 años o más",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,C,Llego/se llega justo a final de mes,PP (Partido Popular),10 Extrema derecha,Alguna vez al trimestre,Todos o casi todos los días,Todos o casi todos los días,Todos o casi todos los días,Casi nunca,Alguna vez al trimestre,Nunca,Nunca,Nunca,Todos o casi todos los días,Uno,Leo menos libros ahora,,,,,,,,,Not Selected,Not Selected,Not Selected,,Not Selected,Selected,Not Selected,Not Selected,Not Selected,"Si, a veces","Si, a veces","Si, a veces","Si, a veces","Si, siempre","Si, a veces","Si, siempre","Si, a veces",Más de 50 y hasta 100,Nunca,A menudo,Nunca,Nunca,Siempre,Nunca,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No suelo leer libros que no estén escritos originalmente en castellano,No suelo leer libros que no estén escritos originalmente en castellano,No suelo leer libros que no estén escritos originalmente en castellano,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Más de 15 minutos y hasta 30 minutos,Más de 15 minutos y hasta 30 minutos,Más de 30 minutos y hasta 1 hora,Siempre,Nunca,Nunca,Nunca,Nunca,Nunca,Algunas veces,Nunca,Nunca,Nada,Bastante,Poco,Poco,Bastante,Bastante,Poco,Nada,Nada,Poco,Nada,Mucho,Poco,Bastante,Poco,Nada,Nada,Poco,,,,,,,,,,,,,,,No,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Poco,Mucho,Bastante,Poco,Nada,Poco,Nada,Poco,,,,,,,,,,,,,,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,Sí,Sí,No,No,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,"Leer libros de divulgación, más accesibles, dirigidos a todo el público",Sí,Otra nacionalidad no española ni latinoamericana,Otra nacionalidad no española ni latinoamericana,No suelo regalar libros,,,Almudena grandes,"Si, me gustaría leer mucho más","No pertenezco a ningún grupo o club de lectura actualmente, pero me gustaría",Generacion X,Mujer [Generacion X],Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",1.119264807204661
988.0,Hombre,35.0,35-44,100.001 - 500.000,Santa Cruz de Tenerife,Canarias,No convivo con ningún/a hijo/a,"Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",B,Ahorro/se ahorra un poco de dinero cada mes,PSOE (Partido Socialista Obrero Español),3,Alguna vez al mes,Todos o casi todos los días,Tres o cuatro veces por semana,Todos o casi todos los días,Alguna vez al mes,Todos o casi todos los días,Alguna vez al mes,Alguna vez al mes,Todos o casi todos los días,Todos o casi todos los días,Entre 2 y 3,Leo menos libros ahora,,,,,,,,,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,"Si, siempre","No, nunca","Si, siempre","Si, a veces","Si, siempre","Si, siempre","Si, siempre","Si, a veces",Más de 500,Siempre,Algunas veces,Casi nunca,Algunas veces,Algunas veces,Nunca,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,Sí,Los leo siempre traducidos al castellano,Los leo siempre traducidos al castellano,Los leo siempre traducidos al castellano,Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Más de 15 minutos y hasta 30 minutos,Más de 30 minutos y hasta 1 hora,Más de 30 minutos y hasta 1 hora,Siempre,Casi nunca,Nunca,Casi nunca,Casi nunca,Casi nunca,Algunas veces,Casi nunca,Casi nunca,Bastante,Poco,Bastante,Bastante,Bastante,Poco,Poco,Bastante,Bastante,Poco,Poco,Bastante,Poco,Poco,Poco,Poco,Poco,Poco,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Sí,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Poco,Bastante,Poco,Bastante,Bastante,Bastante,Poco,Bastante,Sí,El arte de no amargarse la vida,Rafael Santandreu,,,,,,,,,,,No,No,No,No,Sí,No,Sí,No,Sí,No,No,No,No,No,No,No,Sí,No,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,No,No,No,Si,No,No,No,Si,Si,No,Si,No,Si,No,No,No,Si,No,No,Si,Si,No,No,"Leer libros de divulgación, más accesibles, dirigidos a todo el público",No,,,No suelo regalar libros,,,No especifica,"Si, me gustaría leer mucho más","No pertenezco a ningún grupo o club de lectura actualmente, pero me gustaría",Millennials,Hombre [Millennials],Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",0.6214460576946402
989.0,Hombre,33.0,25-34,10.001 - 20.000,Barcelona,Cataluña,"Sí, con uno/a de 13 a 17 años",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,B,Ahorro/se ahorra un poco de dinero cada mes,JxCAT – Junts (Junts per Catalunya – Junts),3,Alguna vez al mes,Todos o casi todos los días,Todos o casi todos los días,Todos o casi todos los días,Alguna vez al mes,Una o dos veces por semana,Una o dos veces por semana,Una o dos veces por semana,Tres o cuatro veces por semana,Todos o casi todos los días,Entre 4 y 6,Leo más libros ahora,Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,,,,,,,,,,"Si, siempre","Si, a veces","Si, a veces","Si, siempre","Si, siempre","Si, a veces","Si, siempre","Si, siempre",Entre 10 y 50,Siempre,Algunas veces,A menudo,A menudo,A menudo,Nunca,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,Sí,No,Los leo siempre traducidos al castellano,Los leo siempre traducidos al castellano,Los leo siempre traducidos al castellano,Selected,Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Más de 15 minutos y hasta 30 minutos,Más de 15 minutos y hasta 30 minutos,Más de 15 minutos y hasta 30 minutos,Con frecuencia,Con frecuencia,Nunca,Algunas veces,Nunca,Algunas veces,Con frecuencia,Casi nunca,Casi nunca,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Selected,Not Selected,Not Selected,Sí,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Poco,Mucho,Bastante,Nada,Mucho,Mucho,Mucho,Mucho,No,,,,,,,,,,,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,"Leer libros académicos, dirigidos a personas conocedoras o expertos en la materia",No,,,No suelo regalar libros,,,Mercedes Abad,"Si, me gustaría leer mucho más","No pertenezco a ningún grupo o club de lectura actualmente, pero me gustaría",Millennials,Hombre [Millennials],Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",1.3306655674842756
990.0,Hombre,52.0,45-54,100.001 - 500.000,Gipuzkoa,País Vasco,"Sí, con uno/a de 13 a 17 años","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",A1,Ahorro/se ahorra un poco de dinero cada mes,No voté,3,Tres o cuatro veces por semana,Tres o cuatro veces por semana,Tres o cuatro veces por semana,Alguna vez al mes,Todos o casi todos los días,Todos o casi todos los días,Tres o cuatro veces por semana,Todos o casi todos los días,Todos o casi todos los días,Todos o casi todos los días,Entre 4 y 6,Leo más libros ahora,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,,,,,,,,,,"No, nunca","Si, a veces",No lo recuerdo,"No, nunca","Si, a veces","Si, a veces","Si, a veces","No, nunca",Entre 10 y 50,Casi nunca,Algunas veces,Algunas veces,Nunca,A menudo,Casi nunca,No,No,Sí,No,No,No,Sí,No,Sí,Sí,No,No,No suelo leer libros que no estén escritos originalmente en castellano,Los leo algunas veces en la lengua original,Los leo siempre en la lengua original,Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Más de 30 minutos y hasta 1 hora,Más de 1 hora y hasta 2 horas,Más de 1 hora y hasta 2 horas,Siempre,Nunca,Nunca,Algunas veces,Algunas veces,Nunca,Algunas veces,Nunca,Nunca,Nada,Bastante,Nada,Bastante,Bastante,Bastante,Nada,Bastante,Poco,Poco,Nada,Mucho,Mucho,Poco,Poco,Poco,Nada,Poco,,,,,,,,,,,,,,,Sí,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Nada,Poco,Poco,Nada,Poco,Poco,Poco,Poco,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,Sí,No,No,No,Sí,No,Sí,Sí,Sí,No,No,Sí,No,No,Si,No,Si,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,"Leer libros de divulgación, más accesibles, dirigidos a todo el público",No,,,No suelo regalar libros,,,Fernando Aramburu,"Si, me gustaría leer un poco más",No pertenezco a ningún grupo o club de lectura y tampoco me gustaría,Generacion X,Hombre [Generacion X],Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",0.8675822047505621
991.0,Hombre,70.0,65+,< 10.000,Toledo,Castilla - La Mancha,No convivo con ningún/a hijo/a,"Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",C,Ahorro/se ahorra un poco de dinero cada mes,PP (Partido Popular),6,Una o dos veces por semana,Todos o casi todos los días,Tres o cuatro veces por semana,Todos o casi todos los días,Todos o casi todos los días,Tres o cuatro veces por semana,Casi nunca,Casi nunca,Todos o casi todos los días,Todos o casi todos los días,Entre 4 y 6,Leo más libros ahora,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,,,,,,,,,,"Si, siempre","Si, siempre","Si, a veces",No lo recuerdo,"Si, a veces",No lo recuerdo,"Si, siempre","Si, a veces",Más de 100 y hasta 200,Siempre,Casi nunca,Nunca,Nunca,Nunca,Nunca,Sí,Sí,No,Sí,No,No,No,No,No,No,No,No,Los leo siempre traducidos al castellano,No suelo leer libros que no estén escritos originalmente en castellano,No suelo leer libros que no estén escritos originalmente en castellano,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Más de 1 hora y hasta 2 horas,15 minutos o menos,Más de 2 horas,Siempre,Nunca,Nunca,Nunca,Nunca,Nunca,Algunas veces,Nunca,Nunca,Bastante,Mucho,Bastante,Poco,Poco,Nada,Nada,Poco,Bastante,Poco,Bastante,Mucho,Mucho,Bastante,Nada,Poco,Poco,Nada,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Sí,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Nada,Mucho,Bastante,Poco,Bastante,Bastante,Nada,Bastante,Sí,La sospecha de Sophie,Paloma Sánchez-Garnica,,,,,,,,,,,No,No,No,No,Sí,No,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,No,No,Sí,No,No,Sí,No,Sí,No,Sí,No,No,No,Si,No,No,No,No,No,Si,Si,No,Si,No,No,No,No,Si,No,No,Si,No,No,"Leer libros de divulgación, más accesibles, dirigidos a todo el público",Sí,El iItaliano,Arturo Pérez-Reverte,No suelo regalar libros,,,No especifica,"Si, me gustaría leer un poco más",No pertenezco a ningún grupo o club de lectura y tampoco me gustaría,Baby Boomers - Silent Generation,Hombre [Baby Boomers - Silent Generation],Menos de 10.000,Media,Pensionista,"Tercer grado, segundo ciclo y más",1.0493840479253636
992.0,Hombre,56.0,55-64,500.000+,Sevilla,Andalucía,"Sí, con uno/a de 13 a 17 años",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,C,Llego/se llega justo a final de mes,Voté en blanco,4,Una o dos veces por semana,Una o dos veces por semana,Nunca,Tres o cuatro veces por semana,Nunca,Nunca,Nunca,Nunca,Una o dos veces por semana,Nunca,Entre 4 y 6,Leo más libros ahora,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,,,,,,,,,,"Si, a veces","Si, a veces","Si, a veces","Si, a veces","Si, siempre","Si, a veces","Si, siempre","No, nunca",Más de 50 y hasta 100,A menudo,A menudo,Nunca,Nunca,Nunca,Nunca,Sí,No,Sí,No,Sí,No,Sí,No,No,Sí,Sí,No,Los leo siempre traducidos al castellano,Los leo siempre traducidos al castellano,Los leo siempre traducidos al castellano,Selected,Selected,Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Más de 15 minutos y hasta 30 minutos,Más de 30 minutos y hasta 1 hora,Más de 1 hora y hasta 2 horas,Siempre,Nunca,Nunca,Algunas veces,Algunas veces,Nunca,Nunca,Algunas veces,Nunca,Poco,Bastante,Poco,Bastante,Bastante,Nada,Nada,Nada,Bastante,Poco,Poco,Mucho,Mucho,Bastante,Poco,Nada,Poco,Nada,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Sí,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Nada,Bastante,Bastante,Nada,Poco,Bastante,Bastante,Bastante,,,,,,,,,,,,,,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,Sí,Sí,No,No,Sí,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Depende del tema,No,,,No suelo regalar libros,,,Arturo Pérez-Reverte,"Si, me gustaría leer mucho más",No pertenezco a ningún grupo o club de lectura y tampoco me gustaría,Generacion X,Hombre [Generacion X],Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",0.8103901727216964
993.0,Mujer,29.0,25-34,100.001 - 500.000,Jaén,Andalucía,No convivo con ningún/a hijo/a,Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,E1,Llego/se llega justo a final de mes,Otro,4,Todos o casi todos los días,Tres o cuatro veces por semana,Todos o casi todos los días,Alguna vez al trimestre,Alguna vez al mes,Una o dos veces por semana,Tres o cuatro veces por semana,Tres o cuatro veces por semana,Todos o casi todos los días,Tres o cuatro veces por semana,Entre 11 y 15,Leo la misma cantidad de libros,,,,,,,,,,,,,,,,,,"No, nunca","No, nunca","No, nunca","No, nunca","No, nunca","Si, a veces","No, nunca","No, nunca",Más de 50 y hasta 100,Siempre,A menudo,Casi nunca,Casi nunca,Casi nunca,Casi nunca,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,Los leo siempre en la lengua original,Los leo siempre en la lengua original,Los leo siempre en la lengua original,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Más de 15 minutos y hasta 30 minutos,Más de 15 minutos y hasta 30 minutos,15 minutos o menos,Con frecuencia,Siempre,Casi nunca,Con frecuencia,Con frecuencia,Con frecuencia,Con frecuencia,Con frecuencia,Con frecuencia,Nada,Poco,Poco,Nada,Bastante,Nada,Nada,Nada,Bastante,Bastante,Nada,Mucho,Bastante,Poco,Nada,Nada,Nada,Bastante,,,,,,,,,,,,,,,Sí,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Nada,Nada,Bastante,Bastante,Bastante,Mucho,Mucho,Mucho,No,,,,,,,,,,,,,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,No,No,No,No,No,No,No,Si,No,No,No,No,Si,Si,No,No,No,No,Si,Si,No,No,"Leer libros de divulgación, más accesibles, dirigidos a todo el público",No,,,"Regalo libros, pero ninguno de autores/as españoles/as",,,No especifica,"Si, me gustaría leer un poco más",No pertenezco a ningún grupo o club de lectura y tampoco me gustaría,Millennials,Mujer [Millennials],Más de 10.000,Media baja / Baja,Parado,"Tercer grado, primer ciclo",1.0326092858856537
